mun_id,nondisc_roads,mun,nondisc_general,nondisc_solidarity,nondisc_total,self_transfers,nondisc_total_roads,discretionary_transfers,discretionary_transfers_plus_roads,pres_name,party_id,name_abr,name_full,in_gov11,ingov13,fringe13,ingov14,ag1_name_abr,ag1_party_id,ag1_name_full,ag2_name_abr,ag2_party_id,ag2_name_full,ag3_name_abr,ag3_party_id,ag3_name_full,nat_party
70769.0,14949000.0,Ljig,79192191.0,39618361.0,118810552.0,144635000.0,133759552.0,10875448.0,25824448.0,Miodrag Starcevic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70777.0,5924000.0,Ljubovija,132206870.0,56100488.0,188307358.0,207479000.0,194231358.0,13247642.0,19171642.0,Miroslav Micic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70785.0,19155000.0,Majdanpek,223919031.0,33315420.0,257234451.0,285800000.0,276389451.0,9410549.0,28565549.0,Dragan Popovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
70793.0,3491000.0,Mali Zvornik,92860993.0,55908519.0,148769512.0,162507000.0,152260512.0,10246488.0,13737488.0,Miodrag Lazic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70807.0,10606000.0,Malo Crnice,149081062.0,50554002.0,199635064.0,228353000.0,210241064.0,18111936.0,28717936.0,Dragan Mitic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70815.0,9692000.0,Medvedja,112295092.0,96929154.0,209224246.0,255832000.0,218916246.0,36915754.0,46607754.0,Slobodan Draskovic,35,GGGJ,"Grupa Gradjana ""Gornja Jablanica""",0,0,0,0,CG,-2,Citizen Group,LP,-4,Local Party,CG,-2,Citizen Group,0
70823.0,5546000.0,Merosina,129414485.0,54601760.0,184016245.0,189784000.0,189562245.0,221755.0,5767755.0,Sanja Stajic,4,URS,Ujedinjeni Regioni Srbije,1,1,1,0,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,1
70831.0,8371000.0, Mionica,127947828.0,44416741.0,172364569.0,174694000.0,180735569.0,-6041569.0,2329431.0,Dragan Gavrilovic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70840.0,31836000.0,Negotin,237562585.0,26064966.0,263627551.0,324606000.0,295463551.0,29142449.0,60978449.0,Milan Urkovic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70866.0,10173000.0,Nova Varos,138941650.0,46340604.0,185282254.0,213557000.0,195455254.0,18101746.0,28274746.0,Dimitrije Paunovic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
70874.0,22061000.0,Novi Pazar,507703732.0,37374930.0,545078662.0,572531000.0,567139662.0,5391338.0,27452338.0,Dr.Meho Mahmutovic,31,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic,0,1,1,1,SDPS,31,Socijaldemokratska partija Srbije Rasim Ljajic,SDPS,31,Socijaldemokratska partija Srbije Rasim Ljajic,SDPS,31,Socijaldemokratska partija Srbije Rasim Ljajic,1
70882.0,18955000.0,Osecina,141452507.0,37100455.0,178552962.0,209867000.0,197507962.0,12359038.0,31314038.0,Nenad Stevanovic,4,URS,Ujedinjeni Regioni Srbije,1,1,1,0,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,1
70904.0,7558000.0,Paracin,265988193.0,33310962.0,299299155.0,338412000.0,306857155.0,31554845.0,39112845.0,Sasa Paunovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
70912.0,17171000.0,Petrovac,345516064.0,50754192.0,396270256.0,432395000.0,413441256.0,18953744.0,36124744.0,Radisa Dragojevic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70939.0,11336000.0,Pirot,298674155.0,27640987.0,326315142.0,362123000.0,337651142.0,24471858.0,35807858.0,Vladan Vasic,30,KzP,Koalicija za Pirot,0,1,1,0,KzP,30,Koalicija za Pirot,KzP,30,Koalicija za Pirot,KzP,30,Koalicija za Pirot,0
70947.0,9818000.0,Pozarevac,180090664.0,14460632.0,194551296.0,,204369296.0,,,Miomir Ilic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
70955.0,11833000.0,Pozega,173433059.0,31111664.0,204544723.0,225795000.0,216377723.0,9417277.0,21250277.0,Milovan Micovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
70963.0,0.0,Presevo,350619320.0,58764796.0,409384116.0,528520000.0,409384116.0,119135884.0,119135884.0,Ragmi Mustafa,18,DPA,Demokratska partija albanaca,0,0,0,0,EG,-3,Ethnic Group,LP,-4,Local Party,EG,-3,Ethnic Group,0
70971.0,11186000.0,Priboj,263920606.0,50259893.0,314180499.0,354536000.0,325366499.0,29169501.0,40355501.0,Lazar Rvovic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
70980.0,12415000.0,Prijepolje,369027942.0,58424353.0,427452295.0,472895000.0,439867295.0,33027705.0,45442705.0,Emir Hasimbegovic,27,SDzP,Sandzacka demokratska partija,0,0,0,0,SDzP,27,Sandzacka demokratska partija,LP,-4,Local Party,EG,-3,Ethnic Group,0
71005.0,4490000.0,Razanj,122076043.0,54235036.0,176311079.0,201368000.0,180801079.0,20566921.0,25056921.0,Dobrica Stanojevic,15,NS,Nova Srbija,0,1,1,0,NS,15,Nova Srbija,NS,15,Nova Srbija,NS,15,Nova Srbija,1
71013.0,5293000.0,Raca,131674012.0,45810198.0,177484210.0,237887000.0,182777210.0,55109790.0,60402790.0,Dragana Zivanovic,4,URS,Ujedinjeni Regioni Srbije,1,1,1,0,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,1
71021.0,16044000.0,Raska,173649656.0,39956345.0,213606001.0,236515000.0,229650001.0,6864999.0,22908999.0,Jovan Corbic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
71030.0,15527000.0,Rekovac,151966603.0,43931343.0,195897946.0,224801000.0,211424946.0,13376054.0,28903054.0,Predrag Djordjevic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
71048.0,10224000.0,Jagodina,355430237.0,25585991.0,381016228.0,558488000.0,391240228.0,167247772.0,177471772.0,Ratko Stevanovic,13,JS,Jedinstvena Srbija,0,1,1,1,JS,13,Jedinstvena Srbija,JS,13,Jedinstvena Srbija,JS,13,Jedinstvena Srbija,1
71056.0,9844000.0,Svilajnac,174716816.0,43531703.0,218248519.0,254698000.0,228092519.0,26605481.0,36449481.0,Predrag Milanovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
71064.0,13986000.0,Svrljig,189586855.0,66584846.0,256171701.0,282915000.0,270157701.0,12757299.0,26743299.0,Milija Miletic,23,USS,Ujedinjena seljacka stranka,0,0,0,0,USS,23,Ujedinjena seljacka stranka,LP,-4,Local Party,LP,-4,Local Party,0
71072.0,24390000.0,Sjenica,329467045.0,75087897.0,404554942.0,453322000.0,428944942.0,24377058.0,48767058.0,Hazbo Mujovic,32,SDA,Stranka demokratske akcije Sandzaka,0,1,1,0,SDA,32,Stranka demokratske akcije Sandzaka,LP,-4,Local Party,EG,-3,Ethnic Group,0
71099.0,11151000.0,Smederevo,409975050.0,27573957.0,437549007.0,473980000.0,448700007.0,25279993.0,36430993.0,Jasna Avramovic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
71102.0,12932000.0,Smederevska Palanka,265310011.0,32684081.0,297994092.0,342690000.0,310926092.0,31763908.0,44695908.0,Radoslav Milojicic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
71129.0,9398000.0,Sokobanja,120871051.0,32208340.0,153079391.0,169391000.0,162477391.0,6913609.0,16311609.0,Dimitrije Lukic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
71137.0,9983000.0,Surdulica,176682931.0,60499501.0,237182432.0,297452000.0,247165432.0,50286568.0,60269568.0,Novica Toncev,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
71145.0,11384000.0,Uzice,227538722.0,15380093.0,242918815.0,267210000.0,254302815.0,12907185.0,24291185.0,Sasa Milosevic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
71153.0,7604000.0,Topola,147662085.0,25865382.0,173527467.0,223224000.0,181131467.0,42092533.0,49696533.0,Dragan Jovanovic,15,NS,Nova Srbija,0,1,1,0,NS,15,Nova Srbija,NS,15,Nova Srbija,NS,15,Nova Srbija,1
71161.0,19763000.0,Trgoviste,87735847.0,109961432.0,197697279.0,221029000.0,217460279.0,3568721.0,23331721.0,Nenad Krstic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
